sales_date,branch_id,sku_id,channel,promotion_id,units_sold,orders,customers,gross_sales,discount_value,net_sales,cost_value
2026-01-01,2,1006,Store,0,3,1,1,251.28,0.0,251.28,159.54
2026-01-01,3,1006,Store,0,2,1,1,167.52,0.0,167.52,106.36
2026-01-01,4,1006,Store,0,1,1,1,83.76,0.0,83.76,53.18
2026-01-01,5,1006,Store,0,3,3,3,251.28,0.0,251.28,159.54
2026-01-01,6,1006,Store,0,1,1,1,83.76,0.0,83.76,53.18
2026-01-01,1,1007,Store,0,1,1,1,97.25,0.0,97.25,72.66
2026-01-01,2,1007,Store,0,2,2,2,194.5,0.0,194.5,145.32
2026-01-01,3,1007,Store,0,1,1,1,97.25,0.0,97.25,72.66
2026-01-01,5,1007,Store,0,1,1,1,97.25,0.0,97.25,72.66
2026-01-01,6,1007,Store,0,3,2,2,291.75,0.0,291.75,217.98
2026-01-01,7,1007,Store,0,1,1,1,97.25,0.0,97.25,72.66
2026-01-01,8,1007,E-commerce,0,2,1,1,194.5,0.0,194.5,145.32
2026-01-01,1,1008,Store,0,1,1,1,31.68,0.0,31.68,22.33
2026-01-01,2,1008,Store,0,1,1,1,31.68,0.0,31.68,22.33
2026-01-01,4,1008,Store,0,2,1,1,63.36,0.0,63.36,44.66
2026-01-01,5,1008,Store,0,1,1,1,31.68,0.0,31.68,22.33
2026-01-01,8,1008,E-commerce,0,1,1,1,31.68,0.0,31.68,22.33
2026-01-01,2,1009,Store,0,2,1,1,137.78,0.0,137.78,75.3
2026-01-01,3,1009,Store,0,2,1,1,137.78,0.0,137.78,75.3
2026-01-01,4,1009,Store,0,1,1,1,68.89,0.0,68.89,37.65
2026-01-01,5,1009,Store,0,1,1,1,68.89,0.0,68.89,37.65
2026-01-01,6,1009,Store,0,3,1,1,206.67,0.0,206.67,112.95
2026-01-01,7,1009,Store,0,1,1,1,68.89,0.0,68.89,37.65
2026-01-01,8,1009,E-commerce,0,1,1,1,68.89,0.0,68.89,37.65
2026-01-01,1,1010,Store,0,2,1,1,83.82,0.0,83.82,52.9
2026-01-01,2,1010,Store,0,1,1,1,41.91,0.0,41.91,26.45
2026-01-01,3,1010,Store,0,1,1,1,41.91,0.0,41.91,26.45
2026-01-01,4,1010,Store,0,1,1,1,41.91,0.0,41.91,26.45
2026-01-01,5,1010,Store,0,1,1,1,41.91,0.0,41.91,26.45
2026-01-01,6,1010,Store,0,2,1,1,83.82,0.0,83.82,52.9
2026-01-01,7,1010,Store,0,1,1,1,41.91,0.0,41.91,26.45
2026-01-01,8,1010,E-commerce,0,1,1,1,41.91,0.0,41.91,26.45
2026-01-01,2,1011,Store,0,2,1,1,179.26,0.0,179.26,115.92
2026-01-01,5,1011,Store,0,2,1,1,179.26,0.0,179.26,115.92
2026-01-01,7,1011,Store,0,1,1,1,89.63,0.0,89.63,57.96
2026-01-01,8,1011,E-commerce,0,3,1,1,268.89,0.0,268.89,173.88
2026-01-01,1,1012,Store,0,3,1,1,73.08,0.0,73.08,54.54
2026-01-01,2,1012,Store,0,2,1,1,48.72,0.0,48.72,36.36
2026-01-01,3,1012,Store,0,1,1,1,24.36,0.0,24.36,18.18
2026-01-01,7,1012,Store,0,2,2,2,48.72,0.0,48.72,36.36
2026-01-01,8,1012,E-commerce,0,2,1,1,48.72,0.0,48.72,36.36
2026-01-01,3,1013,Store,0,3,2,2,89.73,0.0,89.73,49.59
2026-01-01,6,1013,Store,0,2,2,2,59.82,0.0,59.82,33.06
2026-01-01,8,1013,E-commerce,0,2,1,1,59.82,0.0,59.82,33.06
2026-01-01,1,1014,Store,0,1,1,1,9.18,0.0,9.18,6.74
2026-01-01,2,1014,Store,0,1,1,1,9.18,0.0,9.18,6.74
2026-01-01,3,1014,Store,0,3,2,2,27.54,0.0,27.54,20.22
2026-01-01,5,1014,Store,0,1,1,1,9.18,0.0,9.18,6.74
2026-01-01,6,1014,Store,0,1,1,1,9.18,0.0,9.18,6.74
2026-01-01,8,1014,E-commerce,0,1,1,1,9.18,0.0,9.18,6.74
2026-01-01,1,1015,Store,0,1,1,1,81.66,0.0,81.66,51.52
2026-01-01,4,1015,Store,0,3,3,3,244.98,0.0,244.98,154.56
2026-01-01,5,1015,Store,0,1,1,1,81.66,0.0,81.66,51.52
2026-01-01,6,1015,Store,0,1,1,1,81.66,0.0,81.66,51.52
2026-01-01,7,1015,Store,0,1,1,1,81.66,0.0,81.66,51.52
2026-01-01,8,1015,E-commerce,0,1,1,1,81.66,0.0,81.66,51.52
2026-01-01,1,1016,Store,0,1,1,1,102.87,0.0,102.87,74.41
2026-01-01,4,1016,Store,0,1,1,1,102.87,0.0,102.87,74.41
2026-01-01,6,1016,Store,0,1,1,1,102.87,0.0,102.87,74.41
2026-01-01,7,1016,Store,0,4,4,4,411.48,0.0,411.48,297.64
2026-01-01,1,1017,Store,0,3,2,2,196.8,0.0,196.8,146.01
2026-01-01,3,1017,Store,0,2,2,2,131.2,0.0,131.2,97.34
2026-01-01,4,1017,Store,0,1,1,1,65.6,0.0,65.6,48.67
2026-01-01,5,1017,Store,0,2,1,1,131.2,0.0,131.2,97.34
2026-01-01,6,1017,Store,0,2,1,1,131.2,0.0,131.2,97.34
2026-01-01,1,1018,Store,0,3,2,2,44.25,0.0,44.25,27.63
2026-01-01,2,1018,Store,0,1,1,1,14.75,0.0,14.75,9.21
2026-01-01,3,1018,Store,0,1,1,1,14.75,0.0,14.75,9.21
2026-01-01,4,1018,Store,0,2,2,2,29.5,0.0,29.5,18.42
2026-01-01,5,1018,Store,0,1,1,1,14.75,0.0,14.75,9.21
2026-01-01,6,1018,Store,0,1,1,1,14.75,0.0,14.75,9.21
2026-01-01,8,1018,E-commerce,0,1,1,1,14.75,0.0,14.75,9.21
2026-01-01,1,1019,Store,0,1,1,1,52.51,0.0,52.51,34.92
2026-01-01,3,1019,Store,0,1,1,1,52.51,0.0,52.51,34.92
2026-01-01,4,1019,Store,0,3,2,2,157.53,0.0,157.53,104.76
2026-01-01,6,1019,Store,0,1,1,1,52.51,0.0,52.51,34.92
2026-01-01,7,1019,Store,0,1,1,1,52.51,0.0,52.51,34.92
2026-01-01,8,1019,E-commerce,0,1,1,1,52.51,0.0,52.51,34.92
2026-01-01,1,1020,Store,0,1,1,1,109.9,0.0,109.9,64.24
2026-01-01,2,1020,Store,0,1,1,1,109.9,0.0,109.9,64.24
2026-01-01,3,1020,Store,0,1,1,1,109.9,0.0,109.9,64.24
2026-01-01,4,1020,Store,0,1,1,1,109.9,0.0,109.9,64.24
2026-01-01,7,1020,Store,0,1,1,1,109.9,0.0,109.9,64.24
2026-01-01,8,1020,E-commerce,0,1,1,1,109.9,0.0,109.9,64.24
2026-01-01,3,1021,Store,0,2,2,2,132.38,0.0,132.38,74.06
2026-01-01,4,1021,Store,0,1,1,1,66.19,0.0,66.19,37.03
2026-01-01,6,1021,Store,0,1,1,1,66.19,0.0,66.19,37.03
2026-01-01,7,1021,Store,0,2,1,1,132.38,0.0,132.38,74.06
2026-01-01,3,1022,Store,0,1,1,1,87.53,0.0,87.53,62.96
2026-01-01,5,1022,Store,0,1,1,1,87.53,0.0,87.53,62.96
2026-01-01,6,1022,Store,0,1,1,1,87.53,0.0,87.53,62.96
2026-01-01,7,1022,Store,0,1,1,1,87.53,0.0,87.53,62.96
2026-01-01,8,1022,E-commerce,0,2,1,1,175.06,0.0,175.06,125.92
2026-01-01,1,1023,Store,0,1,1,1,70.06,0.0,70.06,47.9
2026-01-01,4,1023,Store,0,1,1,1,70.06,0.0,70.06,47.9
2026-01-01,6,1023,Store,0,1,1,1,70.06,0.0,70.06,47.9
2026-01-01,7,1023,Store,0,1,1,1,70.06,0.0,70.06,47.9
2026-01-01,8,1023,E-commerce,0,1,1,1,70.06,0.0,70.06,47.9
2026-01-01,1,1024,Store,0,4,2,2,337.12,0.0,337.12,190.6
2026-01-01,2,1024,Store,0,3,1,1,252.84,0.0,252.84,142.95
2026-01-01,3,1024,Store,0,1,1,1,84.28,0.0,84.28,47.65
2026-01-01,4,1024,Store,0,1,1,1,84.28,0.0,84.28,47.65
2026-01-01,5,1024,Store,0,1,1,1,84.28,0.0,84.28,47.65
2026-01-01,6,1024,Store,0,3,3,3,252.84,0.0,252.84,142.95
2026-01-01,7,1024,Store,0,1,1,1,84.28,0.0,84.28,47.65
2026-01-01,3,1025,Store,0,2,2,2,141.86,0.0,141.86,95.74
2026-01-01,4,1025,Store,0,1,1,1,70.93,0.0,70.93,47.87
2026-01-01,7,1025,Store,0,1,1,1,70.93,0.0,70.93,47.87
2026-01-01,1,1026,Store,0,2,1,1,26.84,0.0,26.84,17.92
2026-01-01,4,1026,Store,0,1,1,1,13.42,0.0,13.42,8.96
2026-01-01,5,1026,Store,0,2,2,2,26.84,0.0,26.84,17.92
2026-01-01,6,1026,Store,0,2,1,1,26.84,0.0,26.84,17.92
2026-01-01,7,1026,Store,0,1,1,1,13.42,0.0,13.42,8.96
2026-01-01,8,1026,E-commerce,0,1,1,1,13.42,0.0,13.42,8.96
2026-01-01,2,1027,Store,0,2,1,1,106.04,0.0,106.04,59.74
2026-01-01,3,1027,Store,0,2,1,1,106.04,0.0,106.04,59.74
2026-01-01,4,1027,Store,0,1,1,1,53.02,0.0,53.02,29.87
2026-01-01,1,1028,Store,0,1,1,1,49.86,0.0,49.86,37.16
2026-01-01,2,1028,Store,0,2,1,1,99.72,0.0,99.72,74.32
2026-01-01,3,1028,Store,0,3,1,1,149.58,0.0,149.58,111.48
2026-01-01,5,1028,Store,0,1,1,1,49.86,0.0,49.86,37.16
2026-01-01,3,1029,Store,0,1,1,1,53.3,0.0,53.3,30.03
2026-01-01,6,1029,Store,0,1,1,1,53.3,0.0,53.3,30.03
2026-01-01,1,1030,Store,0,2,1,1,135.88,0.0,135.88,95.7
2026-01-01,3,1030,Store,0,1,1,1,67.94,0.0,67.94,47.85
2026-01-01,4,1030,Store,0,1,1,1,67.94,0.0,67.94,47.85
2026-01-01,5,1030,Store,0,1,1,1,67.94,0.0,67.94,47.85
2026-01-01,6,1030,Store,0,2,1,1,135.88,0.0,135.88,95.7
2026-01-01,1,1031,Store,0,1,1,1,25.19,0.0,25.19,18.18
2026-01-01,3,1031,Store,0,2,2,2,50.38,0.0,50.38,36.36
2026-01-01,4,1031,Store,0,1,1,1,25.19,0.0,25.19,18.18
2026-01-01,5,1031,Store,0,1,1,1,25.19,0.0,25.19,18.18
2026-01-01,6,1031,Store,0,1,1,1,25.19,0.0,25.19,18.18
2026-01-01,3,1032,Store,0,1,1,1,50.04,0.0,50.04,27.95
2026-01-01,4,1032,Store,0,1,1,1,50.04,0.0,50.04,27.95
2026-01-01,7,1032,Store,0,1,1,1,50.04,0.0,50.04,27.95
2026-01-01,8,1032,E-commerce,0,1,1,1,50.04,0.0,50.04,27.95
2026-01-01,1,1033,Store,0,1,1,1,111.49,0.0,111.49,62.26
2026-01-01,2,1033,Store,0,2,1,1,222.98,0.0,222.98,124.52
2026-01-01,3,1033,Store,0,1,1,1,111.49,0.0,111.49,62.26
2026-01-01,4,1033,Store,0,4,2,2,445.96,0.0,445.96,249.04
2026-01-01,1,1034,Store,0,1,1,1,25.39,0.0,25.39,14.18
2026-01-01,2,1034,Store,0,1,1,1,25.39,0.0,25.39,14.18
2026-01-01,4,1034,Store,0,2,2,2,50.78,0.0,50.78,28.36
2026-01-01,8,1034,E-commerce,0,3,2,2,76.17,0.0,76.17,42.54
2026-01-01,1,1035,Store,0,1,1,1,46.64,0.0,46.64,28.04
2026-01-01,2,1035,Store,0,1,1,1,46.64,0.0,46.64,28.04
2026-01-01,3,1035,Store,0,1,1,1,46.64,0.0,46.64,28.04
2026-01-01,4,1035,Store,0,1,1,1,46.64,0.0,46.64,28.04
2026-01-01,5,1035,Store,0,1,1,1,46.64,0.0,46.64,28.04
2026-01-01,7,1035,Store,0,1,1,1,46.64,0.0,46.64,28.04
2026-01-01,8,1035,E-commerce,0,1,1,1,46.64,0.0,46.64,28.04
2026-01-01,1,1036,Store,0,1,1,1,115.83,0.0,115.83,64.24
2026-01-01,3,1036,Store,0,2,2,2,231.66,0.0,231.66,128.48
2026-01-01,6,1036,Store,0,1,1,1,115.83,0.0,115.83,64.24
2026-01-01,8,1036,E-commerce,0,1,1,1,115.83,0.0,115.83,64.24
2026-01-01,3,1037,Store,0,1,1,1,52.13,0.0,52.13,37.53
2026-01-01,4,1037,Store,0,2,1,1,104.26,0.0,104.26,75.06
2026-01-01,5,1037,Store,0,1,1,1,52.13,0.0,52.13,37.53
2026-01-01,6,1037,Store,0,1,1,1,52.13,0.0,52.13,37.53
2026-01-01,7,1037,Store,0,2,1,1,104.26,0.0,104.26,75.06
2026-01-01,1,1038,Store,0,1,1,1,53.86,0.0,53.86,40.66
2026-01-01,4,1038,Store,0,2,1,1,107.72,0.0,107.72,81.32
2026-01-01,6,1038,Store,0,2,1,1,107.72,0.0,107.72,81.32
2026-01-01,7,1038,Store,0,2,1,1,107.72,0.0,107.72,81.32
2026-01-01,8,1038,E-commerce,0,1,1,1,53.86,0.0,53.86,40.66
2026-01-01,1,1039,Store,0,2,1,1,267.4,0.0,267.4,145.5
2026-01-01,2,1039,Store,0,1,1,1,133.7,0.0,133.7,72.75
2026-01-01,3,1039,Store,0,2,1,1,267.4,0.0,267.4,145.5
2026-01-01,4,1039,Store,0,1,1,1,133.7,0.0,133.7,72.75
2026-01-01,5,1039,Store,0,3,2,2,401.1,0.0,401.1,218.25
2026-01-01,6,1039,Store,0,2,1,1,267.4,0.0,267.4,145.5
2026-01-01,8,1039,E-commerce,0,3,1,1,401.1,0.0,401.1,218.25
2026-01-01,2,1040,Store,0,2,1,1,103.6,0.0,103.6,56.62
2026-01-01,3,1040,Store,0,2,2,2,103.6,0.0,103.6,56.62
2026-01-01,4,1040,Store,0,1,1,1,51.8,0.0,51.8,28.31
2026-01-01,5,1040,Store,0,2,1,1,103.6,0.0,103.6,56.62
2026-01-01,6,1040,Store,0,1,1,1,51.8,0.0,51.8,28.31
2026-01-01,7,1040,Store,0,1,1,1,51.8,0.0,51.8,28.31
2026-01-01,1,1041,Store,1,1,1,1,132.17,33.04,99.13,71.5
2026-01-01,2,1041,Store,1,1,1,1,132.17,33.04,99.13,71.5
2026-01-01,4,1041,Store,1,1,1,1,132.17,33.04,99.13,71.5
2026-01-01,5,1041,Store,1,1,1,1,132.17,33.04,99.13,71.5
2026-01-01,6,1041,Store,1,1,1,1,132.17,33.04,99.13,71.5
2026-01-01,2,1042,Store,1,2,2,2,30.98,7.75,23.23,19.68
2026-01-01,3,1042,Store,1,2,1,1,30.98,7.75,23.23,19.68
2026-01-01,5,1042,Store,1,2,1,1,30.98,7.75,23.23,19.68
2026-01-01,7,1042,Store,1,1,1,1,15.49,3.87,11.62,9.84
2026-01-01,1,1043,Store,1,1,1,1,102.75,25.69,77.06,61.37
2026-01-01,3,1043,Store,1,1,1,1,102.75,25.69,77.06,61.37
2026-01-01,4,1043,Store,1,1,1,1,102.75,25.69,77.06,61.37
2026-01-01,5,1043,Store,1,2,1,1,205.5,51.38,154.12,122.74
2026-01-01,6,1043,Store,1,1,1,1,102.75,25.69,77.06,61.37
2026-01-01,7,1043,Store,1,1,1,1,102.75,25.69,77.06,61.37
2026-01-01,8,1043,E-commerce,1,1,1,1,102.75,25.69,77.06,61.37
2026-01-01,3,1044,Store,1,2,1,1,137.56,34.39,103.17,95.78
2026-01-01,4,1044,Store,1,1,1,1,68.78,17.2,51.58,47.89
2026-01-01,1,1045,Store,1,1,1,1,68.32,17.08,51.24,37.33
2026-01-01,2,1045,Store,1,3,2,2,204.96,51.24,153.72,111.99
2026-01-01,3,1045,Store,1,1,1,1,68.32,17.08,51.24,37.33
2026-01-01,5,1045,Store,1,2,1,1,136.64,34.16,102.48,74.66
2026-01-01,6,1045,Store,1,2,1,1,136.64,34.16,102.48,74.66
2026-01-01,8,1045,E-commerce,1,1,1,1,68.32,17.08,51.24,37.33
2026-01-01,1,1046,Store,1,3,2,2,279.42,69.86,209.56,163.2
2026-01-01,8,1046,E-commerce,1,3,2,2,279.42,69.86,209.56,163.2
2026-01-01,5,1047,Store,1,1,1,1,59.97,14.99,44.98,37.65
2026-01-01,6,1047,Store,1,2,1,1,119.94,29.98,89.96,75.3
2026-01-01,7,1047,Store,1,1,1,1,59.97,14.99,44.98,37.65
2026-01-01,8,1047,E-commerce,1,2,1,1,119.94,29.98,89.96,75.3
2026-01-01,1,1048,Store,1,2,1,1,97.28,24.32,72.96,56.8
2026-01-01,2,1048,Store,1,2,1,1,97.28,24.32,72.96,56.8
2026-01-01,4,1048,Store,1,1,1,1,48.64,12.16,36.48,28.4
2026-01-01,6,1048,Store,1,1,1,1,48.64,12.16,36.48,28.4
2026-01-01,1,1049,Store,1,2,1,1,171.02,42.76,128.26,120.0
2026-01-01,2,1049,Store,1,2,1,1,171.02,42.76,128.26,120.0
2026-01-01,3,1049,Store,1,2,1,1,171.02,42.76,128.26,120.0
2026-01-01,4,1049,Store,1,1,1,1,85.51,21.38,64.13,60.0
2026-01-01,7,1049,Store,1,2,2,2,171.02,42.76,128.26,120.0
2026-01-01,8,1049,E-commerce,1,3,1,1,256.53,64.13,192.4,180.0
2026-01-01,1,1050,Store,1,1,1,1,113.86,28.46,85.4,66.47
2026-01-01,2,1050,Store,1,2,2,2,227.72,56.93,170.79,132.94
2026-01-01,3,1050,Store,1,1,1,1,113.86,28.46,85.4,66.47
2026-01-01,4,1050,Store,1,3,2,2,341.58,85.39,256.19,199.41
2026-01-01,6,1050,Store,1,2,2,2,227.72,56.93,170.79,132.94
2026-01-01,8,1050,E-commerce,1,4,2,2,455.44,113.86,341.58,265.88
2026-01-01,3,1051,Store,0,1,1,1,105.77,0.0,105.77,63.84
2026-01-01,4,1051,Store,0,1,1,1,105.77,0.0,105.77,63.84
2026-01-01,5,1051,Store,0,2,2,2,211.54,0.0,211.54,127.68
2026-01-01,7,1051,Store,0,1,1,1,105.77,0.0,105.77,63.84
2026-01-01,8,1051,E-commerce,0,2,1,1,211.54,0.0,211.54,127.68
2026-01-01,4,1052,Store,0,1,1,1,66.04,0.0,66.04,45.29
2026-01-01,5,1052,Store,0,1,1,1,66.04,0.0,66.04,45.29
2026-01-01,6,1052,Store,0,2,1,1,132.08,0.0,132.08,90.58
2026-01-01,8,1052,E-commerce,0,2,1,1,132.08,0.0,132.08,90.58
2026-01-01,2,1053,Store,0,1,1,1,52.85,0.0,52.85,29.14
2026-01-01,5,1053,Store,0,1,1,1,52.85,0.0,52.85,29.14
2026-01-01,2,1054,Store,0,1,1,1,54.8,0.0,54.8,39.49
2026-01-01,3,1054,Store,0,1,1,1,54.8,0.0,54.8,39.49
2026-01-01,3,1055,Store,0,1,1,1,36.78,0.0,36.78,26.71
2026-01-01,4,1055,Store,0,1,1,1,36.78,0.0,36.78,26.71
2026-01-01,5,1055,Store,0,1,1,1,36.78,0.0,36.78,26.71
2026-01-01,4,1056,Store,0,1,1,1,41.63,0.0,41.63,22.54
2026-01-01,6,1056,Store,0,1,1,1,41.63,0.0,41.63,22.54
2026-01-01,1,1057,Store,0,3,2,2,326.7,0.0,326.7,203.85
2026-01-01,3,1057,Store,0,3,2,2,326.7,0.0,326.7,203.85
2026-01-01,6,1057,Store,0,1,1,1,108.9,0.0,108.9,67.95
2026-01-01,7,1057,Store,0,1,1,1,108.9,0.0,108.9,67.95
2026-01-01,1,1058,Store,0,2,1,1,100.12,0.0,100.12,67.72
2026-01-01,3,1058,Store,0,2,2,2,100.12,0.0,100.12,67.72
2026-01-01,5,1058,Store,0,1,1,1,50.06,0.0,50.06,33.86
2026-01-01,1,1059,Store,0,1,1,1,37.01,0.0,37.01,28.16
2026-01-01,7,1059,Store,0,1,1,1,37.01,0.0,37.01,28.16
2026-01-01,1,1060,Store,0,1,1,1,55.81,0.0,55.81,42.66
2026-01-01,2,1060,Store,0,1,1,1,55.81,0.0,55.81,42.66
2026-01-01,3,1060,Store,0,1,1,1,55.81,0.0,55.81,42.66
2026-01-01,4,1060,Store,0,1,1,1,55.81,0.0,55.81,42.66
2026-01-01,5,1060,Store,0,1,1,1,55.81,0.0,55.81,42.66
2026-01-01,6,1060,Store,0,1,1,1,55.81,0.0,55.81,42.66
2026-01-01,8,1060,E-commerce,0,1,1,1,55.81,0.0,55.81,42.66
2026-01-02,1,1001,Store,0,2,1,1,80.88,0.0,80.88,58.0
2026-01-02,3,1001,Store,0,1,1,1,40.44,0.0,40.44,29.0
2026-01-02,6,1001,Store,0,2,1,1,80.88,0.0,80.88,58.0
2026-01-02,8,1001,E-commerce,0,2,2,2,80.88,0.0,80.88,58.0
2026-01-02,4,1002,Store,0,3,1,1,234.96,0.0,234.96,158.46
2026-01-02,5,1002,Store,0,1,1,1,78.32,0.0,78.32,52.82
2026-01-02,6,1002,Store,0,1,1,1,78.32,0.0,78.32,52.82
2026-01-02,8,1002,E-commerce,0,5,3,3,391.6,0.0,391.6,264.1
2026-01-02,2,1003,Store,0,3,1,1,121.65,0.0,121.65,71.07
2026-01-02,4,1003,Store,0,3,2,2,121.65,0.0,121.65,71.07
2026-01-02,7,1003,Store,0,2,1,1,81.1,0.0,81.1,47.38
2026-01-02,8,1003,E-commerce,0,2,1,1,81.1,0.0,81.1,47.38
2026-01-02,1,1004,Store,0,2,2,2,113.86,0.0,113.86,72.7
2026-01-02,2,1004,Store,0,1,1,1,56.93,0.0,56.93,36.35
2026-01-02,3,1004,Store,0,3,2,2,170.79,0.0,170.79,109.05
2026-01-02,4,1004,Store,0,1,1,1,56.93,0.0,56.93,36.35
2026-01-02,5,1004,Store,0,1,1,1,56.93,0.0,56.93,36.35
2026-01-02,6,1004,Store,0,1,1,1,56.93,0.0,56.93,36.35
2026-01-02,8,1004,E-commerce,0,1,1,1,56.93,0.0,56.93,36.35
2026-01-02,1,1005,Store,0,1,1,1,115.46,0.0,115.46,71.72
2026-01-02,3,1005,Store,0,1,1,1,115.46,0.0,115.46,71.72
2026-01-02,4,1005,Store,0,1,1,1,115.46,0.0,115.46,71.72
2026-01-02,6,1005,Store,0,1,1,1,115.46,0.0,115.46,71.72
2026-01-02,8,1005,E-commerce,0,2,1,1,230.92,0.0,230.92,143.44
2026-01-02,1,1006,Store,0,1,1,1,83.76,0.0,83.76,53.18
2026-01-02,3,1006,Store,0,1,1,1,83.76,0.0,83.76,53.18
2026-01-02,5,1006,Store,0,1,1,1,83.76,0.0,83.76,53.18
2026-01-02,6,1006,Store,0,1,1,1,83.76,0.0,83.76,53.18
2026-01-02,8,1006,E-commerce,0,1,1,1,83.76,0.0,83.76,53.18
2026-01-02,1,1007,Store,0,5,4,4,486.25,0.0,486.25,363.3
2026-01-02,2,1007,Store,0,1,1,1,97.25,0.0,97.25,72.66
2026-01-02,4,1007,Store,0,1,1,1,97.25,0.0,97.25,72.66
2026-01-02,5,1007,Store,0,3,2,2,291.75,0.0,291.75,217.98
2026-01-02,7,1007,Store,0,2,1,1,194.5,0.0,194.5,145.32
2026-01-02,8,1007,E-commerce,0,1,1,1,97.25,0.0,97.25,72.66
2026-01-02,1,1008,Store,0,2,2,2,63.36,0.0,63.36,44.66
2026-01-02,2,1008,Store,0,1,1,1,31.68,0.0,31.68,22.33
2026-01-02,3,1008,Store,0,3,1,1,95.04,0.0,95.04,66.99
2026-01-02,4,1008,Store,0,2,1,1,63.36,0.0,63.36,44.66
2026-01-02,5,1008,Store,0,2,1,1,63.36,0.0,63.36,44.66
2026-01-02,6,1008,Store,0,1,1,1,31.68,0.0,31.68,22.33
2026-01-02,4,1009,Store,0,2,2,2,137.78,0.0,137.78,75.3
2026-01-02,5,1009,Store,0,2,1,1,137.78,0.0,137.78,75.3
2026-01-02,6,1009,Store,0,3,1,1,206.67,0.0,206.67,112.95
2026-01-02,7,1009,Store,0,1,1,1,68.89,0.0,68.89,37.65
2026-01-02,8,1009,E-commerce,0,2,1,1,137.78,0.0,137.78,75.3
2026-01-02,1,1010,Store,0,2,1,1,83.82,0.0,83.82,52.9
2026-01-02,2,1010,Store,0,1,1,1,41.91,0.0,41.91,26.45
2026-01-02,3,1010,Store,0,2,1,1,83.82,0.0,83.82,52.9
2026-01-02,7,1010,Store,0,1,1,1,41.91,0.0,41.91,26.45
2026-01-02,8,1010,E-commerce,0,3,2,2,125.73,0.0,125.73,79.35
2026-01-02,1,1011,Store,0,2,1,1,179.26,0.0,179.26,115.92
2026-01-02,2,1011,Store,0,1,1,1,89.63,0.0,89.63,57.96
2026-01-02,4,1011,Store,0,3,2,2,268.89,0.0,268.89,173.88
2026-01-02,5,1011,Store,0,1,1,1,89.63,0.0,89.63,57.96
2026-01-02,6,1011,Store,0,1,1,1,89.63,0.0,89.63,57.96
2026-01-02,7,1011,Store,0,3,2,2,268.89,0.0,268.89,173.88
2026-01-02,8,1011,E-commerce,0,1,1,1,89.63,0.0,89.63,57.96
2026-01-02,1,1012,Store,0,1,1,1,24.36,0.0,24.36,18.18
2026-01-02,2,1012,Store,0,1,1,1,24.36,0.0,24.36,18.18
2026-01-02,3,1012,Store,0,2,1,1,48.72,0.0,48.72,36.36
2026-01-02,6,1012,Store,0,1,1,1,24.36,0.0,24.36,18.18
2026-01-02,7,1012,Store,0,1,1,1,24.36,0.0,24.36,18.18
2026-01-02,1,1013,Store,0,2,1,1,59.82,0.0,59.82,33.06
2026-01-02,2,1013,Store,0,1,1,1,29.91,0.0,29.91,16.53
2026-01-02,3,1013,Store,0,2,1,1,59.82,0.0,59.82,33.06
2026-01-02,4,1013,Store,0,1,1,1,29.91,0.0,29.91,16.53
